iteration [];theta [°];theta [rad];Couple [Nm];omega [rad/s]
625;125.662670;2.193227;0.011987;135.681807
626;164.566984;2.872236;0.024664;135.801675
627;203.541955;3.552477;0.030054;136.048314
628;242.603024;4.234222;0.003246;136.348852
629;281.673392;4.916128;0.019920;136.381312
630;320.800825;5.599031;0.028842;136.580508
631;0.010886;0.000190;-0.001141;136.868933
632;39.217679;0.684478;0.017715;136.857524
633;78.475221;1.369651;0.027964;137.034676
634;117.812874;2.056223;0.035170;137.314312
635;157.251280;2.744553;0.014910;137.666009
636;196.732400;3.433628;0.027790;137.815107
637;236.293134;4.124093;0.035750;138.093011
638;275.956283;4.816346;0.011911;138.450511
639;315.653555;5.509194;0.026740;138.569620
640;355.427430;6.203379;0.031301;138.837016
641;35.290976;0.615944;0.011036;139.150024
642;75.186137;1.312246;0.025064;139.260383
643;115.153101;2.009801;0.031477;139.511021
644;155.210240;2.708930;0.010821;139.825796
645;195.298379;3.408600;0.025140;139.934001
646;235.458539;4.109527;0.031303;140.185405
647;275.708375;4.812019;0.011340;140.498432
648;315.990698;5.515078;0.027111;140.611833
649;356.350687;6.219493;0.035776;140.882939
650;36.813166;0.642511;0.013773;141.240698
651;77.315103;1.349403;0.027860;141.378432
652;117.896853;2.057688;0.035118;141.657029
653;158.579207;2.767729;0.017208;142.008206
654;199.310860;3.478631;0.027477;142.180290
655;240.121230;4.190906;-0.000970;142.455064
656;280.928820;4.903133;0.019548;142.445363
657;321.792412;5.616337;0.028647;142.640844
658;2.738071;0.047788;0.003462;142.927313
659;43.693648;0.762598;0.022991;142.961935
660;84.715091;1.478557;0.029832;143.191846
661;125.821996;2.196008;0.012347;143.490170
662;166.964274;2.914076;0.028326;143.613642
663;208.187701;3.633561;0.031863;143.896906
664;249.502409;4.354639;0.018463;144.215536
665;290.870010;5.076639;0.029619;144.400168
666;332.322463;5.800121;0.002093;144.696358
667;13.780912;0.240522;0.023043;144.717289
668;55.305374;0.965261;0.031392;144.947714
669;96.919767;1.691569;0.014227;145.261636
670;138.574916;2.418589;0.027935;145.403901
671;180.310093;3.147005;-0.000687;145.683249
672;222.043303;3.875387;0.022605;145.676383
673;263.841270;4.604899;0.029693;145.902432
674;305.724303;5.335896;0.012127;146.199363
675;347.642075;6.067499;0.028630;146.320629
676;29.641865;0.517348;0.030641;146.606925
677;71.729437;1.251915;0.020505;146.913338
678;113.875751;1.987507;0.031336;147.118391
679;156.111838;2.724666;0.012265;147.431755
680;198.383060;3.462438;0.028001;147.554401
681;240.734500;4.201610;0.000023;147.834415
682;283.086005;4.940783;0.023414;147.834643
683;325.504587;5.681127;0.029241;148.068783
684;8.006938;0.139747;0.016665;148.361192
685;50.557029;0.882387;0.028527;148.527838
686;93.188845;1.626452;0.004729;148.813110
687;135.834209;2.370754;0.026945;148.860404
688;178.556765;3.116403;0.033966;149.129854
689;221.376627;3.863751;0.019790;149.469514
690;264.253182;4.612088;0.029132;149.667413
691;307.213195;5.361882;0.015438;149.958734
692;350.217436;6.112447;0.028672;150.113118
693;33.303814;0.581261;0.004996;150.399834
694;76.404506;1.333510;0.027511;150.449794
695;119.584010;2.087135;0.033036;150.724903
