iteration [];theta [°];theta [rad];Couple [Nm];omega [rad/s]
180;301.636946;5.264558;0.028067;68.908323
181;321.458132;5.610503;0.035329;69.188991
182;341.380527;5.958214;0.036542;69.542279
183;1.407608;0.024567;0.027152;69.907700
184;21.512473;0.375463;0.035371;70.179218
185;41.718667;0.728128;0.035116;70.532925
186;62.025463;1.082549;0.027330;70.884088
187;82.410554;1.438336;0.036724;71.157392
188;102.900850;1.795959;0.034013;71.524627
189;123.488586;2.155282;0.038863;71.864755
190;144.187656;2.516549;0.045278;72.253385
191;165.016439;2.880080;0.032261;72.706169
192;185.937645;3.245224;0.040469;73.028783
193;206.974786;3.612391;0.067447;73.433477
194;228.205148;3.982931;0.031418;74.107945
195;249.525517;4.355042;0.037930;74.422126
196;270.954546;4.729049;0.021292;74.801421
197;292.444570;5.104121;0.036948;75.014337
198;314.040444;5.481040;0.034449;75.383819
199;335.735005;5.859681;0.040437;75.728304
200;357.545408;6.240345;0.072376;76.132670
201;19.563153;0.341441;0.031786;76.856429
202;41.671958;0.727313;0.035199;77.174286
203;63.881599;1.114944;0.040911;77.526275
204;86.208441;1.504621;0.056234;77.935381
205;108.696382;1.897110;0.031576;78.497722
206;131.274781;2.291177;0.036419;78.813480
207;153.957514;2.687066;0.041150;79.177674
208;176.758134;3.085011;0.060002;79.589179
209;199.730648;3.485957;0.033693;80.189201
210;222.799684;3.888588;0.034140;80.526127
211;245.966525;4.292926;0.040333;80.867530
212;269.248913;4.699280;0.088663;81.270864
213;292.785300;5.110067;0.039247;82.157492
214;316.434123;5.522817;0.030949;82.549965
215;340.171610;5.937115;0.036839;82.859459
216;4.014633;0.070069;0.041296;83.227851
217;27.975959;0.488273;0.077327;83.640807
218;52.158811;0.910343;0.036153;84.414077
219;76.445233;1.334221;0.030914;84.775607
220;100.820218;1.759645;0.035238;85.084748
221;125.296152;2.186830;0.036784;85.437128
222;149.877466;2.615855;0.109086;85.804972
223;174.771288;3.050334;0.047013;86.895831
224;199.799792;3.487164;0.033131;87.365961
225;224.923208;3.925651;0.032339;87.697267
226;250.139270;4.365754;0.036932;88.020661
227;275.461134;4.807704;0.039026;88.389981
228;300.894801;5.251605;0.020156;88.780245
229;326.386210;5.696514;0.057357;88.981802
230;352.041934;6.144291;0.035912;89.555373
231;17.800540;0.310678;0.031307;89.914496
232;43.648834;0.761816;0.032623;90.227567
233;69.590587;1.214585;0.037848;90.553800
234;95.640767;1.669246;0.040387;90.932281
235;121.806646;2.125927;0.028042;91.336148
236;148.052860;2.584010;0.078200;91.616571
237;174.523102;3.046003;0.046302;92.398575
238;201.125989;3.510311;0.034160;92.861593
239;227.826735;3.976327;0.031343;93.203189
240;254.617273;4.443910;0.032453;93.516619
241;281.500781;4.913115;0.035405;93.841146
242;308.485717;5.384091;0.038719;94.195195
243;335.581575;5.857003;0.040664;94.582386
244;2.793926;0.048763;0.034449;94.989026
245;30.104966;0.525431;0.005860;95.333515
246;57.432793;1.002391;0.071217;95.392111
247;84.964642;1.482913;0.047947;96.104282
248;112.633849;1.965832;0.038590;96.583753
249;140.413609;2.450680;0.033124;96.969657
250;168.288264;2.937184;0.031353;97.300899
251;196.252738;3.425256;0.031106;97.614429
252;224.306324;3.914884;0.032795;97.925491
253;252.453861;4.406151;0.034599;98.253436
254;280.700515;4.899148;0.035508;98.599426
255;309.048894;5.393921;0.038141;98.954507
256;337.506536;5.890600;0.039265;99.335913
257;6.076664;0.106058;0.040541;99.728558
258;34.762932;0.606728;0.039967;100.133966
259;63.563697;1.109396;0.039323;100.533635
260;92.477114;1.614030;0.025297;100.926866
261;121.463001;2.119929;0.027494;101.179834
262;150.527654;2.627203;0.012240;101.454775
263;179.627371;3.135089;0.088710;101.577178
264;208.981225;3.647410;0.087843;102.464279
265;238.586730;4.164124;0.085504;103.342709
266;268.437188;4.685113;0.083913;104.197752
267;298.528037;5.210297;0.084907;105.036878
268;328.862125;5.739727;0.087193;105.885945
269;359.446003;6.273516;0.088550;106.757871
270;30.283558;0.528548;0.007092;107.643374
271;61.141430;1.067119;0.024326;107.714296
272;92.068992;1.606907;0.027162;107.957557
273;123.074368;2.148053;0.036176;108.229178
274;154.183379;2.691008;0.041534;108.590934
275;185.411375;3.236039;0.038797;109.006272
276;216.750516;3.783010;0.040715;109.394238
277;248.206296;4.332017;0.037683;109.801386
278;279.770031;4.882908;0.037603;110.178220
279;311.441490;5.435679;0.035456;110.554248
280;343.214523;5.990223;0.033420;110.908806
281;15.083297;0.263253;0.032229;111.243006
282;47.044400;0.821080;0.032247;111.565298
283;79.097884;1.380519;0.031516;111.887765
284;111.241653;1.941533;0.035096;112.202921
285;143.485964;2.504303;0.040536;112.553878
286;175.846401;3.069099;0.054877;112.959235
287;208.364050;3.636639;0.083109;113.508008
288;241.119790;4.208334;0.024014;114.339100
289;273.944324;4.781230;0.041125;114.579241
290;306.886674;5.356183;0.040562;114.990493
291;339.945224;5.933163;0.037419;115.396109
292;13.110971;0.228830;0.033804;115.770296
293;46.373558;0.809371;0.031008;116.108333
294;79.724975;1.391463;0.033691;116.418408
295;113.172910;1.975240;0.039553;116.755318
296;146.734156;2.560994;0.059874;117.150851
297;180.466928;3.149742;0.010843;117.749587
298;214.230764;3.739032;0.041538;117.858021
299;248.113599;4.330399;0.037220;118.273405
300;282.103060;4.923627;0.034882;118.645603
301;316.192450;5.518599;0.031206;118.994419
302;350.371239;6.115132;0.033053;119.306480
303;24.644717;0.430131;0.046437;119.637008
304;59.051226;1.030638;0.088171;120.101373
305;93.710325;1.635554;0.040190;120.983078
306;128.484559;2.242479;0.038719;121.384975
307;163.369715;2.851339;0.033079;121.772166
308;198.349634;3.461854;0.031729;122.102954
309;233.420451;4.073955;0.040320;122.420246
310;268.606776;4.688073;0.085641;122.823444
311;304.038443;5.306472;0.041344;123.679850
312;339.588554;5.926938;0.037852;124.093295
313;15.247100;0.266112;0.032138;124.471810
314;50.997715;0.890078;0.034009;124.793188
315;86.845759;1.515744;0.061616;125.133279
316;122.870319;2.144492;0.035050;125.749436
317;158.995289;2.774991;0.038143;126.099934
318;195.229530;3.407398;0.032156;126.481361
319;231.555890;4.041413;0.035376;126.802920
320;267.983596;4.677196;0.077389;127.156681
321;304.633004;5.316849;0.040583;127.930568
322;341.398675;5.958531;0.035551;128.336400
323;18.266190;0.318805;0.031360;128.691906
324;55.223543;0.963833;0.049264;129.005501
325;92.322028;1.611323;0.025836;129.498139
326;129.494526;2.260106;0.037989;129.756496
327;166.775853;2.910788;0.031416;130.136384
328;204.147182;3.563040;0.045061;130.450546
329;241.647602;4.217546;0.028064;130.901158
330;279.228419;4.873455;0.038080;131.181799
331;316.918328;5.531268;0.032007;131.562603
332;354.699930;6.190682;0.046682;131.882669
333;32.615264;0.569244;0.027559;132.349486
334;70.609551;1.232369;0.035721;132.625080
335;108.706171;1.897281;0.031570;132.982292
336;146.893233;2.563771;0.063510;133.297992
337;185.262238;3.233436;0.036991;133.933093
338;223.737214;3.904951;0.032525;134.303001
339;262.305368;4.578092;0.036455;134.628255
340;300.977958;5.253056;0.021705;134.992807
341;339.712730;5.929106;0.037661;135.209861
342;18.555394;0.323853;0.031541;135.586475
343;57.488415;1.003362;0.071778;135.901883
344;96.627064;1.686460;0.040774;136.619658
345;135.882522;2.371597;0.031659;137.027397
346;175.228677;3.058317;0.049265;137.343992
347;214.715965;3.747501;0.040204;137.836638
348;254.318430;4.438694;0.032772;138.238680
349;294.014779;5.131526;0.043215;138.566398
350;333.834929;5.826519;0.040743;138.998545
351;13.771800;0.240363;0.032485;139.405978
352;53.801734;0.939017;0.041584;139.730830
353;93.950799;1.639751;0.041143;140.146675
354;134.217729;2.342541;0.033781;140.558103
355;174.581435;3.047021;0.046214;140.895912
356;215.077535;3.753811;0.038131;141.358057
357;255.682873;4.462508;0.031765;141.739366
358;296.379209;5.172793;0.057296;142.057012
359;337.239687;5.885943;0.039961;142.629976
360;18.214645;0.317906;0.031380;143.029585
361;59.279501;1.034622;0.088685;143.343389
362;100.598421;1.755774;0.035762;144.230240
363;142.019793;2.478713;0.035886;144.587865
364;183.543970;3.203447;0.039216;144.946720
365;225.180493;3.930141;0.032223;145.338884
366;266.909330;4.658447;0.063641;145.661118
367;308.820485;5.389934;0.038244;146.297532
368;350.841202;6.123334;0.033602;146.679972
369;32.958182;0.575229;0.035763;147.015994
370;75.177615;1.312097;0.032196;147.373625
371;117.489284;2.050575;0.071766;147.695586
372;160.006548;2.792641;0.037259;148.413250
373;202.630552;3.536570;0.038578;148.785841
374;245.365074;4.282428;0.037258;149.171623
375;288.206333;5.030149;0.031387;149.544206
376;331.137511;5.779440;0.024284;149.858080
377;14.138256;0.246759;0.033694;150.100916
378;57.235525;0.998948;0.071010;150.437851
