iteration [];theta [°];theta [rad];Couple [Nm];omega [rad/s]
633;78.495471;1.370004;0.027955;137.037590
634;117.833934;2.056590;0.035157;137.317140
635;157.273115;2.744934;0.014953;137.668713
636;196.755133;3.434025;0.027808;137.818241
637;236.316814;4.124506;0.035771;138.096319
638;275.980973;4.816777;0.011967;138.454034
639;315.679416;5.509645;0.026769;138.573705
640;355.454545;6.203852;0.031285;138.841394
641;35.319299;0.616438;0.011109;139.154242
642;75.215878;1.312765;0.025083;139.265334
643;115.184317;2.010346;0.031460;139.516169
644;155.242880;2.709499;0.010905;139.830766
645;195.332686;3.409199;0.025162;139.939821
646;235.494577;4.110156;0.031281;140.191445
647;275.746081;4.812677;0.011428;140.504257
648;316.030324;5.515770;0.027152;140.618534
649;356.392353;6.220220;0.035813;140.890058
650;36.856978;0.643276;0.013861;141.248187
651;77.361312;1.350210;0.027868;141.386800
652;117.945482;2.058537;0.035084;141.665479
653;158.630162;2.768619;0.017262;142.016323
654;199.364293;3.479563;0.027440;142.188940
655;240.177032;4.191880;-0.000886;142.463336
656;280.987235;4.904152;0.019580;142.454480
657;321.853529;5.617404;0.028612;142.650277
658;2.801790;0.048900;0.003565;142.936397
659;43.760263;0.763761;0.023013;142.972043
660;84.784663;1.479772;0.029781;143.202170
661;125.894379;2.197271;0.012509;143.499977
662;167.039929;2.915397;0.028377;143.625066
663;208.266773;3.634941;0.031787;143.908834
664;249.584679;4.356074;0.018495;144.226700
665;290.955569;5.078133;0.029612;144.411649
666;332.411290;5.801671;0.002243;144.707766
667;13.873437;0.242137;0.023062;144.730195
668;55.401651;0.966941;0.031336;144.960814
669;97.019637;1.693312;0.014437;145.274174
670;138.678982;2.420405;0.027884;145.418549
671;180.418209;3.148892;-0.000525;145.697386
672;222.155931;3.877352;0.022721;145.692135
673;263.958744;4.606949;0.029542;145.919343
674;305.846189;5.338023;0.012401;146.214766
675;347.769160;6.069717;0.028648;146.338777
676;29.774202;0.519658;0.030415;146.625255
677;71.866377;1.254305;0.020566;146.929409
678;114.017468;1.989980;0.031171;147.135064
679;156.257857;2.727214;0.012589;147.446775
680;198.534313;3.465077;0.027939;147.572670
681;240.890809;4.204338;0.000263;147.852063
682;283.248058;4.943611;0.022790;147.854690
683;325.670594;5.684024;0.032899;148.082585
684;8.187378;0.142897;0.017142;148.411577
685;50.753270;0.885812;0.029637;148.582993
686;93.404066;1.630208;0.005215;148.879364
687;136.069803;2.374866;0.027197;148.931517
688;178.813454;3.120884;0.033536;149.203488
689;221.653179;3.868578;0.019920;149.538848
690;264.549969;4.617268;0.029952;149.738048
691;307.532566;5.367456;0.015993;150.037565
692;350.560979;6.118443;0.028510;150.197497
693;33.671067;0.587671;0.005819;150.482597
694;76.797825;1.340375;0.027839;150.540783
695;120.004335;2.094471;-0.001143;150.819173
696;163.207570;2.848509;0.022770;150.807739
