iteration;Couple;omega
130;0.027390;48.364667
131;0.031740;48.638567
132;0.020295;48.955968
133;0.030587;49.158915
134;0.005795;49.464781
135;0.030210;49.522727
136;0.107696;49.824826
137;0.030423;50.901788
138;0.097644;51.206021
139;0.030203;52.182464
140;0.097349;52.484499
141;0.030485;53.457985
142;0.106635;53.762833
143;0.030047;54.829181
144;0.004194;55.129651
145;0.030531;55.171596
146;0.019730;55.476909
147;0.031873;55.674210
148;0.027009;55.992936
149;0.034423;56.263029
150;0.030693;56.607260
151;0.042272;56.914186
152;0.031470;57.336905
153;0.061963;57.651601
154;0.030659;58.271228
155;0.115384;58.577818
156;0.030556;59.731661
157;0.025364;60.037219
158;0.035920;60.290855
159;0.031333;60.650060
160;0.061160;60.963389
161;0.030245;61.574993
162;0.011615;61.877443
163;0.032080;61.993597
164;0.030817;62.314402
165;0.051773;62.622574
166;0.030513;63.140307
167;0.009157;63.445433
168;0.032497;63.537004
169;0.030917;63.861971
170;0.061685;64.171138
171;0.030191;64.787988
172;0.022897;65.089901
173;0.037819;65.318867
174;0.031075;65.697058
175;0.118236;66.007812
176;0.031966;67.190173
177;0.031340;67.509829
178;0.081209;67.823231
179;0.030746;68.635318
180;0.030831;68.942783
181;0.072538;69.251094
182;0.030679;69.976472
183;0.030835;70.283260
184;0.077403;70.591612
185;0.030866;71.365642
186;0.031359;71.674298
187;0.102983;71.987892
188;0.033670;73.017720
189;0.031161;73.354424
190;0.017409;73.666030
191;0.042347;73.840118
192;0.030268;74.263590
193;0.029486;74.566274
194;0.075815;74.861138
195;0.031944;75.619287
196;0.030913;75.938731
197;0.019674;76.247866
198;0.048950;76.444603
199;0.030213;76.934106
200;0.031330;77.236232
201;0.003593;77.549532
202;0.041796;77.585461
203;0.030374;78.003421
204;0.030913;78.307163
205;0.128045;78.616290
206;0.042507;79.896738
207;0.030210;80.321812
208;0.031111;80.623915
209;0.019643;80.935030
210;0.059080;81.131464
211;0.032113;81.722268
212;0.030674;82.043401
213;0.029885;82.350137
214;0.122457;82.648985
215;0.046459;83.873555
216;0.031362;84.338147
217;0.030782;84.651770
218;0.030638;84.959594
219;0.008734;85.265973
220;0.057867;85.353309
221;0.033830;85.931976
222;0.030076;86.270276
223;0.031354;86.571032
224;0.027200;86.884572
225;0.115709;87.156570
226;0.051608;88.313662
227;0.034008;88.829744
228;0.030276;89.169823
229;0.030913;89.472584
230;0.030855;89.781718
231;0.021998;90.090272
232;0.102060;90.310251
233;0.053033;91.330847
234;0.036451;91.861180
235;0.030850;92.225687
236;0.030311;92.534189
237;0.031171;92.837297
238;0.030896;93.149009
239;0.026696;93.457969
240;0.009873;93.724930
241;0.089010;93.823655
242;0.054869;94.713759
243;0.040009;95.262446
244;0.033490;95.662533
245;0.030749;95.997433
246;0.030045;96.304918
247;0.030665;96.605368
248;0.031019;96.912022
249;0.031347;97.222214
250;0.029908;97.535688
251;0.026453;97.834768
252;0.019137;98.099295
253;0.001346;98.290661
254;0.099084;98.304126
255;0.074607;99.294964
256;0.059632;100.041030
257;0.050296;100.637347
258;0.044224;101.140306
259;0.040705;101.582548
260;0.037747;101.989596
261;0.036157;102.367070
262;0.034567;102.728638
263;0.033858;103.074308
264;0.033326;103.412893
265;0.032930;103.746151
266;0.032519;104.075451
267;0.032275;104.400644
268;0.032282;104.723395
269;0.032692;105.046211
270;0.032935;105.373130
271;0.033342;105.702481
272;0.033874;106.035904
273;0.034599;106.374645
274;0.036203;106.720635
275;0.037793;107.082664
276;0.040812;107.460599
277;0.044403;107.868723
278;0.050464;108.312753
279;0.059919;108.817396
280;0.075098;109.416584
281;0.099804;110.167565
282;0.001786;111.165602
283;0.019428;111.183458
284;0.026628;111.377738
285;0.029962;111.644022
286;0.031376;111.943641
287;0.030962;112.257402
288;0.030600;112.567018
289;0.030429;112.873014
290;0.030775;113.177308
291;0.033660;113.485054
292;0.040630;113.821652
293;0.056392;114.227949
294;0.092595;114.791873
295;0.012735;115.717822
296;0.027290;115.845174
297;0.030953;116.118070
298;0.031035;116.427596
299;0.030153;116.737949
300;0.031479;117.039478
301;0.037543;117.354271
302;0.057723;117.729696
303;0.113640;118.306930
304;0.025154;119.443331
305;0.031437;119.694868
306;0.030781;120.009234
307;0.030638;120.317046
308;0.036454;120.623426
309;0.061606;120.987967
310;0.005660;121.604027
311;0.029414;121.660622
312;0.030908;121.954760
313;0.030299;122.263841
314;0.035092;122.566827
315;0.061452;122.917750
316;0.012304;123.532273
317;0.030709;123.655310
318;0.030791;123.962396
319;0.031081;124.270311
320;0.044408;124.581116
321;0.113373;125.025196
322;0.029363;126.158930
323;0.030725;126.452560
324;0.031375;126.759812
325;0.049726;127.073564
326;0.008140;127.570820
327;0.030915;127.652215
328;0.030313;127.961367
329;0.035706;128.264499
330;0.083454;128.621562
331;0.027921;129.456102
332;0.030526;129.735310
333;0.032714;130.040573
334;0.069935;130.367714
335;0.026555;131.067066
336;0.030641;131.332620
337;0.033067;131.639030
338;0.078375;131.969696
339;0.029183;132.753446
340;0.030216;133.045272
341;0.037427;133.347435
342;0.125414;133.721703
343;0.031263;134.975844
344;0.030772;135.288478
345;0.064366;135.596199
346;0.029050;136.239857
347;0.030235;136.530359
348;0.045466;136.832714
349;0.022111;137.287372
350;0.030790;137.508482
351;0.037727;137.816378
352;0.013418;138.193644
353;0.031065;138.327828
354;0.035417;138.638475
355;0.002440;138.992648
356;0.030999;139.017047
357;0.034128;139.327041
358;0.000407;139.668322
359;0.031027;139.672393
360;0.034308;139.982659
361;0.002973;140.325734
362;0.031171;140.355463
363;0.036160;140.667176
364;0.014799;141.028771
365;0.030557;141.176757
366;0.040402;141.482327
367;0.022982;141.886346
368;0.030392;142.116162
369;0.051138;142.420079
370;0.029417;142.931464
371;0.030616;143.225638
372;0.083090;143.531795
373;0.031103;144.362690
374;0.034596;144.673717
375;0.019303;145.019678
376;0.030473;145.212712
377;0.057348;145.517440
378;0.030896;146.090921
379;0.032316;146.399881
380;0.011636;146.723036
381;0.030275;146.839397
382;0.057671;147.142145
383;0.030935;147.718855
384;0.033961;148.028205
385;0.021052;148.367814
386;0.030374;148.578332
387;0.088445;148.882074
388;0.031170;149.766520
389;0.046259;150.078217
390;0.031057;150.540802
391;0.033915;150.851376
392;0.024015;151.190523
393;0.030641;151.430676
394;0.000320;151.737081
395;0.030479;151.740280
